Date,PX_LAST
2004/8/30,1476.33
2004/8/31,1481.2
2004/9/1,1481.84
2004/9/2,1477.05
2004/9/3,1469.6
2004/9/7,1474.18
2004/9/8,1480.93
2004/9/9,1478.39
2004/9/10,1479.64
2004/9/13,1482.55
2004/9/14,1485.12
2004/9/15,1483.62
2004/9/16,1491.69
2004/9/17,1487.21
2004/9/20,1493.16
2004/9/21,1494.7
2004/9/22,1498.35
2004/9/23,1494.85
2004/9/24,1494.68
2004/9/27,1497.71
2004/9/28,1496.8
2004/9/29,1491.19
2004/9/30,1490.32
2004/10/1,1485.54
2004/10/4,1487.67
2004/10/5,1487.98
2004/10/6,1483.82
2004/10/7,1482.25
2004/10/8,1491.49
2004/10/12,1494.59
2004/10/13,1496.89
2004/10/14,1502.03
2004/10/15,1498.97
2004/10/18,1499.08
2004/10/19,1499.63
2004/10/20,1502.6
2004/10/21,1502.88
2004/10/22,1504.09
2004/10/25,1505.36
2004/10/26,1505.2
2004/10/27,1498.27
2004/10/28,1499.45
2004/10/29,1504.87
2004/11/1,1500.17
2004/11/2,1501.96
2004/11/3,1503.74
2004/11/4,1504.65
2004/11/5,1494.99
2004/11/8,1494
2004/11/9,1492.89
2004/11/10,1490.77
2004/11/12,1496.66
2004/11/15,1497.36
2004/11/16,1496.15
2004/11/17,1501.55
2004/11/18,1504.07
2004/11/19,1497.83
2004/11/22,1501.07
2004/11/23,1500.45
2004/11/24,1499.64
2004/11/26,1496.94
2004/11/29,1490.7
2004/11/30,1489.56
2004/12/1,1488.73
2004/12/2,1487.35
2004/12/3,1498.15
2004/12/6,1501.8
2004/12/7,1502.92
2004/12/8,1511.31
2004/12/9,1508.81
2004/12/10,1509.54
2004/12/13,1509.97
2004/12/14,1511.69
2004/12/15,1516.58
2004/12/16,1508.26
2004/12/17,1507.02
2004/12/20,1508.29
2004/12/21,1511.2
2004/12/22,1509.52
2004/12/23,1508.79
2004/12/27,1504.03
2004/12/28,1504.18
2004/12/29,1502.12
2004/12/30,1506.8
2004/12/31,1509.94
2005/1/3,1511.22
2005/1/4,1505.75
2005/1/5,1506.48
2005/1/6,1506.73
2005/1/7,1505.96
2005/1/10,1506.55
2005/1/11,1509.73
2005/1/12,1510.63
2005/1/13,1514.89
2005/1/14,1511.12
2005/1/18,1512.96
2005/1/19,1513.99
2005/1/20,1515.84
2005/1/21,1518.03
2005/1/24,1520.71
2005/1/25,1516.13
2005/1/26,1516.51
2005/1/27,1516.34
2005/1/28,1521.5
2005/1/31,1521.97
2005/2/1,1522.02
2005/2/2,1522.6
2005/2/3,1521.63
2005/2/4,1529.84
2005/2/7,1533.38
2005/2/8,1534.84
2005/2/9,1539.36
2005/2/10,1531.63
2005/2/11,1529.66
2005/2/14,1531.66
2005/2/15,1529.92
2005/2/16,1525.62
2005/2/17,1524.08
2005/2/18,1518.06
2005/2/22,1516.32
2005/2/23,1517.94
2005/2/24,1517.26
2005/2/25,1518.69
2005/2/28,1512.9
2005/3/1,1512.23
2005/3/2,1511.77
2005/3/3,1511.43
2005/3/4,1517.9
2005/3/7,1519.49
2005/3/8,1514.08
2005/3/9,1503.44
2005/3/10,1507.68
2005/3/11,1501.9
2005/3/14,1503.28
2005/3/15,1500.25
2005/3/16,1499.79
2005/3/17,1502.14
2005/3/18,1499.15
2005/3/21,1497.24
2005/3/22,1489.87
2005/3/23,1489.87
2005/3/24,1491.7
2005/3/28,1489.47
2005/3/29,1491.06
2005/3/30,1492.86
2005/3/31,1492.85
2005/4/1,1496.16
2005/4/4,1495.87
2005/4/5,1495.28
2005/4/6,1497.96
2005/4/7,1495.59
2005/4/8,1494.3
2005/4/11,1495.81
2005/4/12,1502.88
2005/4/13,1500.87
2005/4/14,1499.82
2005/4/15,1501.27
2005/4/18,1503.81
2005/4/19,1509.09
2005/4/20,1510.2
2005/4/21,1505.15
2005/4/22,1510.15
2005/4/25,1511.17
2005/4/26,1509.7
2005/4/27,1511.84
2005/4/28,1516.88
2005/4/29,1512.21
2005/5/2,1512.85
2005/5/3,1511.45
2005/5/4,1513.88
2005/5/5,1515.1
2005/5/6,1505.39
2005/5/9,1506.72
2005/5/10,1511.04
2005/5/11,1511.29
2005/5/12,1513.12
2005/5/13,1512.28
2005/5/16,1512.51
2005/5/17,1513.02
2005/5/18,1517.34
2005/5/19,1516.22
2005/5/20,1515.75
2005/5/23,1521.67
2005/5/24,1524.21
2005/5/25,1522.71
2005/5/26,1523.55
2005/5/27,1526.2
2005/5/31,1533
2005/6/1,1541.41
2005/6/2,1544.15
2005/6/3,1538.02
2005/6/6,1540.17
2005/6/7,1544.61
2005/6/8,1541.4
2005/6/9,1538.45
2005/6/10,1531.71
2005/6/13,1528.98
2005/6/14,1525.6
2005/6/15,1526.57
2005/6/16,1530.46
2005/6/17,1530.65
2005/6/20,1529.32
2005/6/21,1534.03
2005/6/22,1542.96
2005/6/23,1541.88
2005/6/24,1545.47
2005/6/27,1547.6
2005/6/28,1542.86
2005/6/29,1541.49
2005/6/30,1545.57
2005/7/1,1537.75
2005/7/5,1532.81
2005/7/6,1536.05
2005/7/7,1538.42
2005/7/8,1533.25
2005/7/11,1535.55
2005/7/12,1533.14
2005/7/13,1532.29
2005/7/14,1532.06
2005/7/15,1532.84
2005/7/18,1529.53
2005/7/19,1532.18
2005/7/20,1534.67
2005/7/21,1526.24
2005/7/22,1531.11
2005/7/25,1530.09
2005/7/26,1530.99
2005/7/27,1529.66
2005/7/28,1536.39
2005/7/29,1530.31
2005/8/1,1527.65
2005/8/2,1526.05
2005/8/3,1528.72
2005/8/4,1526.95
2005/8/5,1520.21
2005/8/8,1518.84
2005/8/9,1520.91
2005/8/10,1521.38
2005/8/11,1526.4
2005/8/12,1533.42
2005/8/15,1530.76
2005/8/16,1534.76
2005/8/17,1530.96
2005/8/18,1536.31
2005/8/19,1536.9
2005/8/22,1537.51
2005/8/23,1540.11
2005/8/24,1540.86
2005/8/25,1543.04
2005/8/26,1540.44
2005/8/29,1541.63
2005/8/30,1548.37
2005/8/31,1553.73
2005/9/1,1553.29
2005/9/2,1551.5
2005/9/6,1547.82
2005/9/7,1542.76
2005/9/8,1542.94
2005/9/9,1544.72
2005/9/12,1541.7
2005/9/13,1544.77
2005/9/14,1542.5
2005/9/15,1537.49
2005/9/16,1533.32
2005/9/19,1534.85
2005/9/20,1534.94
2005/9/21,1539.68
2005/9/22,1540.28
2005/9/23,1534.9
2005/9/26,1532.21
2005/9/27,1531.59
2005/9/28,1534.9
2005/9/29,1532.41
2005/9/30,1528.65
2005/10/3,1524.4
2005/10/4,1525.65
2005/10/5,1527.28
2005/10/6,1526.75
2005/10/7,1527.47
2005/10/11,1525.93
2005/10/12,1520.28
2005/10/13,1515.87
2005/10/14,1514.22
2005/10/17,1515.32
2005/10/18,1517.2
2005/10/19,1518.32
2005/10/20,1519.28
2005/10/21,1525.53
2005/10/24,1521.85
2005/10/25,1516.27
2005/10/26,1509.03
2005/10/27,1511.1
2005/10/28,1509.93
2005/10/31,1511
2005/11/1,1510.06
2005/11/2,1507.36
2005/11/3,1504.52
2005/11/4,1503.73
2005/11/7,1505.82
2005/11/8,1511.41
2005/11/9,1506.07
2005/11/10,1512.34
2005/11/14,1508.91
2005/11/15,1512.11
2005/11/16,1517.29
2005/11/17,1519.84
2005/11/18,1516.26
2005/11/21,1520.22
2005/11/22,1522.74
2005/11/23,1519.03
2005/11/25,1523.18
2005/11/28,1526.72
2005/11/29,1521.07
2005/11/30,1519.88
2005/12/1,1517.83
2005/12/2,1517.6
2005/12/5,1514.6
2005/12/6,1520.05
2005/12/7,1518.42
2005/12/8,1523.22
2005/12/9,1517.58
2005/12/12,1517.82
2005/12/13,1519.16
2005/12/14,1526.68
2005/12/15,1524.98
2005/12/16,1527.14
2005/12/19,1528.17
2005/12/20,1526.39
2005/12/21,1524.93
2005/12/22,1529.77
2005/12/23,1534.96
2005/12/27,1539.4
2005/12/28,1536.73
2005/12/29,1536.54
2005/12/30,1535.25
2006/1/3,1537.22
2006/1/4,1538.89
2006/1/5,1539.14
2006/1/6,1537.15
2006/1/9,1537.93
2006/1/10,1533.94
2006/1/11,1531.24
2006/1/12,1535.96
2006/1/13,1541.22
2006/1/17,1543.1
2006/1/18,1542.41
2006/1/19,1540
2006/1/20,1541.86
2006/1/23,1542.93
2006/1/24,1540.59
2006/1/25,1533.8
2006/1/26,1530.33
2006/1/27,1532.35
2006/1/30,1530.75
2006/1/31,1532.02
2006/2/1,1529.34
2006/2/2,1530.05
2006/2/3,1533.08
2006/2/6,1533.41
2006/2/7,1531.02
2006/2/8,1528.79
2006/2/9,1531.18
2006/2/10,1528.22
2006/2/13,1528.76
2006/2/14,1527.1
2006/2/15,1528.91
2006/2/16,1530.27
2006/2/17,1535.28
2006/2/21,1534.49
2006/2/22,1537.82
2006/2/23,1535.32
2006/2/24,1535.38
2006/2/27,1534.2
2006/2/28,1538.94
2006/3/1,1535.22
2006/3/2,1531.12
2006/3/3,1527.44
2006/3/6,1523.22
2006/3/7,1523.27
2006/3/8,1523.47
2006/3/9,1524.16
2006/3/10,1522.49
2006/3/13,1521.61
2006/3/14,1528.42
2006/3/15,1525.95
2006/3/16,1533.22
2006/3/17,1531.29
2006/3/20,1533.61
2006/3/21,1528.42
2006/3/22,1529.39
2006/3/23,1526.64
2006/3/24,1531.93
2006/3/27,1530.15
2006/3/28,1523.83
2006/3/29,1520.68
2006/3/30,1516.95
2006/3/31,1517.25
2006/4/3,1516.51
2006/4/4,1517.26
2006/4/5,1520.12
2006/4/6,1515.79
2006/4/7,1510.19
2006/4/10,1510.97
2006/4/11,1513.81
2006/4/12,1510.35
2006/4/13,1505.43
2006/4/17,1509.55
2006/4/18,1512.74
2006/4/19,1509.12
2006/4/20,1508.98
2006/4/21,1511.37
2006/4/24,1514.9
2006/4/25,1508.47
2006/4/26,1506.16
2006/4/27,1508.64
2006/4/28,1511.94
2006/5/1,1507.52
2006/5/2,1509.73
2006/5/3,1507.37
2006/5/4,1507.34
2006/5/5,1510.68
2006/5/8,1511.13
2006/5/9,1510.57
2006/5/10,1510.64
2006/5/11,1508.66
2006/5/12,1503.74
2006/5/15,1506.65
2006/5/16,1510.52
2006/5/17,1506.26
2006/5/18,1512.44
2006/5/19,1514.72
2006/5/22,1515.97
2006/5/23,1513.9
2006/5/24,1515.61
2006/5/25,1512.58
2006/5/26,1515.07
2006/5/30,1512.57
2006/5/31,1509.39
2006/6/1,1510.11
2006/6/2,1520.82
2006/6/5,1518.97
2006/6/6,1519.86
2006/6/7,1518.41
2006/6/8,1520.94
2006/6/9,1522.23
2006/6/12,1522.51
2006/6/13,1524.13
2006/6/14,1515.82
2006/6/15,1510.87
2006/6/16,1508.4
2006/6/19,1507.62
2006/6/20,1506.56
2006/6/21,1506.18
2006/6/22,1502.65
2006/6/23,1500.15
2006/6/26,1499.74
2006/6/27,1502.48
2006/6/28,1499.52
2006/6/29,1504.11
2006/6/30,1511.29
2006/7/3,1511.1
2006/7/5,1505.56
2006/7/6,1508.96
2006/7/7,1513.98
2006/7/10,1514.99
2006/7/11,1517.56
2006/7/12,1517.88
2006/7/13,1519.93
2006/7/14,1520.24
2006/7/17,1520.14
2006/7/18,1515.17
2006/7/19,1522.12
2006/7/20,1525.67
2006/7/21,1524.34
2006/7/24,1525.16
2006/7/25,1523.35
2006/7/26,1526.34
2006/7/27,1526.82
2006/7/28,1532.71
2006/7/31,1533.37
2006/8/1,1533.96
2006/8/2,1535.84
2006/8/3,1536.79
2006/8/4,1541.46
2006/8/7,1540.59
2006/8/8,1540.59
2006/8/9,1539.64
2006/8/10,1539.32
2006/8/11,1536.28
2006/8/14,1534.66
2006/8/15,1541.21
2006/8/16,1546.6
2006/8/17,1547.19
2006/8/18,1550.36
2006/8/21,1552.3
2006/8/22,1553.37
2006/8/23,1553.28
2006/8/24,1554.21
2006/8/25,1555.6
2006/8/28,1555.59
2006/8/29,1556.63
2006/8/30,1558.68
2006/8/31,1561.94
2006/9/1,1562.79
2006/9/5,1559.23
2006/9/6,1557.71
2006/9/7,1558.93
2006/9/8,1560.89
2006/9/11,1559
2006/9/12,1562.16
2006/9/13,1563.29
2006/9/14,1561.24
2006/9/15,1561.59
2006/9/18,1561.09
2006/9/19,1567.61
2006/9/20,1568.56
2006/9/21,1575.76
2006/9/22,1579.97
2006/9/25,1584.44
2006/9/26,1582.73
2006/9/27,1582.29
2006/9/28,1579.77
2006/9/29,1579.83
2006/10/2,1580.95
2006/10/3,1581.78
2006/10/4,1586.4
2006/10/5,1582.76
2006/10/6,1574.94
2006/10/10,1571.19
2006/10/11,1567.8
2006/10/12,1569
2006/10/13,1567.3
2006/10/16,1569.9
2006/10/17,1571.42
2006/10/18,1573.07
2006/10/19,1572.04
2006/10/20,1572.53
2006/10/23,1569.22
2006/10/24,1569.82
2006/10/25,1574.55
2006/10/26,1580.2
2006/10/27,1584.73
2006/10/30,1586.18
2006/10/31,1592.61
2006/11/1,1597.44
2006/11/2,1594.77
2006/11/3,1584.66
2006/11/6,1586.69
2006/11/7,1591.74
2006/11/8,1594.25
2006/11/9,1595.03
2006/11/10,1598.88
2006/11/13,1597.27
2006/11/14,1601.71
2006/11/15,1597.44
2006/11/16,1594.18
2006/11/17,1599.66
2006/11/20,1601.29
2006/11/21,1603.27
2006/11/22,1604.22
2006/11/24,1606.75
2006/11/27,1608.11
2006/11/28,1610.66
2006/11/29,1610
2006/11/30,1615.96
2006/12/1,1619.61
2006/12/4,1620.07
2006/12/5,1619.97
2006/12/6,1617.21
2006/12/7,1617.42
2006/12/8,1610.44
2006/12/11,1614.05
2006/12/12,1616.9
2006/12/13,1608.62
2006/12/14,1606.39
2006/12/15,1606.5
2006/12/18,1607.93
2006/12/19,1607.3
2006/12/20,1608
2006/12/21,1612.42
2006/12/22,1605.92
2006/12/26,1608.98
2006/12/27,1604.51
2006/12/28,1601.46
2006/12/29,1601.26
2007/1/2,1603.49
2007/1/3,1606.49
2007/1/4,1611.21
2007/1/5,1609.08
2007/1/8,1609.07
2007/1/9,1609.3
2007/1/10,1607.45
2007/1/11,1603.22
2007/1/12,1600.08
2007/1/16,1603.21
2007/1/17,1600.71
2007/1/18,1604.5
2007/1/19,1602.81
2007/1/22,1604.97
2007/1/23,1601.62
2007/1/24,1601.9
2007/1/25,1597.19
2007/1/26,1595.96
2007/1/29,1595.43
2007/1/30,1596.54
2007/1/31,1601.38
2007/2/1,1600.82
2007/2/2,1602.31
2007/2/5,1605.15
2007/2/6,1609.97
2007/2/7,1612.38
2007/2/8,1613.64
2007/2/9,1609.04
2007/2/12,1607.54
2007/2/13,1606.54
2007/2/14,1615.1
2007/2/15,1618.39
2007/2/16,1620.06
2007/2/20,1622.62
2007/2/21,1622.16
2007/2/22,1618.79
2007/2/23,1623.49
2007/2/26,1628.31
2007/2/27,1637.89
2007/2/28,1634.36
2007/3/1,1634.08
2007/3/2,1636.56
2007/3/5,1635.53
2007/3/6,1635.12
2007/3/7,1638.11
2007/3/8,1638.06
2007/3/9,1630.5
2007/3/12,1633.99
2007/3/13,1638.76
2007/3/14,1634.1
2007/3/15,1633.82
2007/3/16,1632.61
2007/3/19,1631.14
2007/3/20,1632.56
2007/3/21,1636.05
2007/3/22,1629.56
2007/3/23,1627.75
2007/3/26,1630.29
2007/3/27,1628.52
2007/3/28,1627.2
2007/3/29,1626.52
2007/3/30,1624.99
2007/4/2,1625.48
2007/4/3,1623.98
2007/4/4,1624.87
2007/4/5,1623.33
2007/4/9,1618.43
2007/4/10,1621.52
2007/4/11,1621.5
2007/4/12,1621.8
2007/4/13,1619.38
2007/4/16,1623
2007/4/17,1627.78
2007/4/18,1631.43
2007/4/19,1630.3
2007/4/20,1631
2007/4/23,1634.26
2007/4/24,1636.93
2007/4/25,1634.27
2007/4/26,1630.41
2007/4/27,1629.11
2007/4/30,1636.91
2007/5/1,1636.14
2007/5/2,1636.18
2007/5/3,1633.53
2007/5/4,1637.51
2007/5/7,1638.95
2007/5/8,1638.85
2007/5/9,1634.87
2007/5/10,1637.48
2007/5/11,1635.24
2007/5/14,1635.09
2007/5/15,1633.34
2007/5/16,1634.2
2007/5/17,1630.04
2007/5/18,1625.82
2007/5/21,1627.97
2007/5/22,1624.28
2007/5/23,1621.85
2007/5/24,1622.19
2007/5/25,1621.8
2007/5/29,1621.2
2007/5/30,1621.06
2007/5/31,1620.55
2007/6/1,1614.99
2007/6/4,1618.7
2007/6/5,1614.29
2007/6/6,1613.81
2007/6/7,1601.82
2007/6/8,1599.79
2007/6/11,1599
2007/6/12,1588.85
2007/6/13,1593.85
2007/6/14,1593.04
2007/6/15,1598.35
2007/6/18,1601.23
2007/6/19,1606.71
2007/6/20,1602.97
2007/6/21,1597.95
2007/6/22,1600.79
2007/6/25,1606.83
2007/6/26,1604.15
2007/6/27,1606.89
2007/6/28,1603.32
2007/6/29,1612.62
2007/7/2,1615.66
2007/7/3,1611.06
2007/7/5,1602.65
2007/7/6,1598.52
2007/7/9,1602.41
2007/7/10,1613.38
2007/7/11,1608.26
2007/7/12,1604.87
2007/7/13,1607.16
2007/7/16,1612.83
2007/7/17,1608.86
2007/7/18,1614
2007/7/19,1612.4
2007/7/20,1617.09
2007/7/23,1616.19
2007/7/24,1616.34
2007/7/25,1618.47
2007/7/26,1623.87
2007/7/27,1619.73
2007/7/30,1613.71
2007/7/31,1616.35
2007/8/1,1616.25
2007/8/2,1618.63
2007/8/3,1623.55
2007/8/6,1618.86
2007/8/7,1618.7
2007/8/8,1612.64
2007/8/9,1616.47
2007/8/10,1615.94
2007/8/13,1617.47
2007/8/14,1620.82
2007/8/15,1617.31
2007/8/16,1621.41
2007/8/17,1616.41
2007/8/20,1620.53
2007/8/21,1624.36
2007/8/22,1622.1
2007/8/23,1625.4
2007/8/24,1623.72
2007/8/27,1627.88
2007/8/28,1632.94
2007/8/29,1629.6
2007/8/30,1634.11
2007/8/31,1629.43
2007/9/4,1629.28
2007/9/5,1637.72
2007/9/6,1633.85
2007/9/7,1643.63
2007/9/10,1647.51
2007/9/11,1643.34
2007/9/12,1638.54
2007/9/13,1631.91
2007/9/14,1632.48
2007/9/17,1633.61
2007/9/18,1635.85
2007/9/19,1635.57
2007/9/20,1624.31
2007/9/21,1633.58
2007/9/24,1636.95
2007/9/25,1636.27
2007/9/26,1637.01
2007/9/27,1642.34
2007/9/28,1641.98
2007/10/1,1643.61
2007/10/2,1647.98
2007/10/3,1648.75
2007/10/4,1653.36
2007/10/5,1643.79
2007/10/9,1644.91
2007/10/10,1647.24
2007/10/11,1647.31
2007/10/12,1645
2007/10/15,1648.67
2007/10/16,1648.97
2007/10/17,1658.76
2007/10/18,1659.95
2007/10/19,1669.04
2007/10/22,1665.09
2007/10/23,1667.14
2007/10/24,1673.05
2007/10/25,1670.7
2007/10/26,1667.82
2007/10/29,1670.42
2007/10/30,1669.93
2007/10/31,1661.7
2007/11/1,1670.62
2007/11/2,1674.05
2007/11/5,1667.9
2007/11/6,1664.71
2007/11/7,1664.29
2007/11/8,1666.9
2007/11/9,1668.33
2007/11/13,1664.08
2007/11/14,1663.38
2007/11/15,1670.6
2007/11/16,1668.67
2007/11/19,1674.92
2007/11/20,1674.22
2007/11/21,1676.61
2007/11/23,1678.46
2007/11/26,1695.87
2007/11/27,1684.12
2007/11/28,1675.08
2007/11/29,1678.81
2007/11/30,1671.65
2007/12/3,1679.03
2007/12/4,1675.78
2007/12/5,1670.92
2007/12/6,1660.79
2007/12/7,1650.01
2007/12/10,1649.96
2007/12/11,1667.81
2007/12/12,1659.55
2007/12/13,1651.17
2007/12/14,1648.15
2007/12/17,1653.37
2007/12/18,1661.29
2007/12/19,1666.29
2007/12/20,1672.46
2007/12/21,1659.81
2007/12/24,1656.55
2007/12/26,1650.28
2007/12/27,1658.41
2007/12/28,1668.61
2007/12/31,1674.29
2008/1/2,1689.57
2008/1/3,1687.17
2008/1/4,1690.12
2008/1/7,1690.84
2008/1/8,1687.64
2008/1/9,1687.14
2008/1/10,1676.42
2008/1/11,1685.29
2008/1/14,1685.86
2008/1/15,1691.8
2008/1/16,1688.41
2008/1/17,1694.79
2008/1/18,1692.92
2008/1/22,1697.66
2008/1/23,1705.37
2008/1/24,1688.01
2008/1/25,1698.13
2008/1/28,1698.18
2008/1/29,1693.26
2008/1/30,1686.14
2008/1/31,1691.33
2008/2/1,1697.51
2008/2/4,1695.82
2008/2/5,1702.14
2008/2/6,1698.62
2008/2/7,1685.55
2008/2/8,1692.13
2008/2/11,1695.64
2008/2/12,1688.25
2008/2/13,1686.52
2008/2/14,1676.16
2008/2/15,1678.18
2008/2/19,1668.57
2008/2/20,1664.5
2008/2/21,1678.16
2008/2/22,1676.75
2008/2/25,1666.83
2008/2/26,1669.76
2008/2/27,1671.29
2008/2/28,1681.56
2008/2/29,1693.21
2008/3/3,1689.3
2008/3/4,1683.65
2008/3/5,1669.48
2008/3/6,1670.99
2008/3/7,1671.39
2008/3/10,1678.25
2008/3/11,1660.66
2008/3/12,1672.47
2008/3/13,1662.14
2008/3/14,1666.99
2008/3/17,1672.02
2008/3/18,1664.04
2008/3/19,1677.15
2008/3/20,1679.67
2008/3/24,1663.71
2008/3/25,1669.77
2008/3/26,1669.43
2008/3/27,1665.43
2008/3/28,1669.17
2008/3/31,1671.7
2008/4/1,1663.22
2008/4/2,1661.56
2008/4/3,1665.05
2008/4/4,1680.17
2008/4/7,1678.56
2008/4/8,1679.77
2008/4/9,1688.44
2008/4/10,1681.35
2008/4/11,1686.55
2008/4/14,1683.06
2008/4/15,1676.86
2008/4/16,1667.5
2008/4/17,1666.53
2008/4/18,1669.08
2008/4/21,1677.4
2008/4/22,1678.11
2008/4/23,1678.22
2008/4/24,1668.64
2008/4/25,1666.91
2008/4/28,1673.5
2008/4/29,1678.79
2008/4/30,1686.99
2008/5/1,1690.66
2008/5/2,1685.79
2008/5/5,1688.13
2008/5/6,1681.09
2008/5/7,1684.05
2008/5/8,1690.78
2008/5/9,1693.08
2008/5/12,1692.84
2008/5/13,1678.33
2008/5/14,1675.5
2008/5/15,1687.43
2008/5/16,1688.06
2008/5/19,1691.53
2008/5/20,1696.42
2008/5/21,1689.71
2008/5/22,1677.04
2008/5/23,1684.42
2008/5/27,1674.41
2008/5/28,1668.61
2008/5/29,1662.75
2008/5/30,1670.89
2008/6/2,1676.64
2008/6/3,1683.82
2008/6/4,1678.89
2008/6/5,1673.01
2008/6/6,1682.3
2008/6/9,1676.61
2008/6/10,1664.71
2008/6/11,1666.88
2008/6/12,1654.82
2008/6/13,1650.94
2008/6/16,1653.63
2008/6/17,1655.56
2008/6/18,1662.43
2008/6/19,1656.28
2008/6/20,1660.17
2008/6/23,1656.01
2008/6/24,1659.5
2008/6/25,1658.16
2008/6/26,1663.02
2008/6/27,1659.99
2008/6/30,1660.2
2008/7/1,1657.22
2008/7/2,1661.38
2008/7/3,1660.65
2008/7/7,1664.17
2008/7/8,1668.03
2008/7/9,1672.34
2008/7/10,1672.51
2008/7/11,1657.64
2008/7/14,1666.13
2008/7/15,1664.84
2008/7/16,1652.31
2008/7/17,1641.56
2008/7/18,1634.81
2008/7/21,1635.5
2008/7/22,1632.82
2008/7/23,1630.48
2008/7/24,1644
2008/7/25,1635.41
2008/7/28,1645.18
2008/7/29,1643.45
2008/7/30,1642.56
2008/7/31,1647.79
2008/8/1,1651.24
2008/8/4,1650.4
2008/8/5,1648.12
2008/8/6,1644.26
2008/8/7,1656.91
2008/8/8,1655.4
2008/8/11,1650.78
2008/8/12,1658.64
2008/8/13,1654.29
2008/8/14,1659.09
2008/8/15,1660.1
2008/8/18,1664
2008/8/19,1658.52
2008/8/20,1661.56
2008/8/21,1656.85
2008/8/22,1654.7
2008/8/25,1662.08
2008/8/26,1662.02
2008/8/27,1663.43
2008/8/28,1659.94
2008/8/29,1659.64
2008/9/2,1666.04
2008/9/3,1670.66
2008/9/4,1674.38
2008/9/5,1669.5
2008/9/8,1672.94
2008/9/9,1676.55
2008/9/10,1668.82
2008/9/11,1665.11
2008/9/12,1651.8
2008/9/15,1638.04
2008/9/16,1630.25
2008/9/17,1605.9
2008/9/18,1586.19
2008/9/19,1572.92
2008/9/22,1583.81
2008/9/23,1577.98
2008/9/24,1582.09
2008/9/25,1565.7
2008/9/26,1546.18
2008/9/29,1563.09
2008/9/30,1530.7
2008/10/1,1529.56
2008/10/2,1532.58
2008/10/3,1534.7
2008/10/6,1542.17
2008/10/7,1527.53
2008/10/8,1499.13
2008/10/9,1484.08
2008/10/10,1470.67
2008/10/14,1466.75
2008/10/15,1451.43
2008/10/16,1447.21
2008/10/17,1433.46
2008/10/20,1434.15
2008/10/21,1448.81
2008/10/22,1455.66
2008/10/23,1462.13
2008/10/24,1445.84
2008/10/27,1444.67
2008/10/28,1441.73
2008/10/29,1440.11
2008/10/30,1440.43
2008/10/31,1432.06
2008/11/3,1436.61
2008/11/4,1449.43
2008/11/5,1464.25
2008/11/6,1466.06
2008/11/7,1463.01
2008/11/10,1477.26
2008/11/12,1482.4
2008/11/13,1475.77
2008/11/14,1476.68
2008/11/17,1476.7
2008/11/18,1479.9
2008/11/19,1484.4
2008/11/20,1488.15
2008/11/21,1475.61
2008/11/24,1469.86
2008/11/25,1481.87
2008/11/26,1485.38
2008/11/28,1490.33
2008/12/1,1503.7
2008/12/2,1505.98
2008/12/3,1506.66
2008/12/4,1514.09
2008/12/5,1509.27
2008/12/8,1508.03
2008/12/9,1516.51
2008/12/10,1518.38
2008/12/11,1521.32
2008/12/12,1524.18
2008/12/15,1529.91
2008/12/16,1542.7
2008/12/17,1560.45
2008/12/18,1576.2
2008/12/19,1577
2008/12/22,1579.99
2008/12/23,1580.99
2008/12/24,1583.54
2008/12/26,1587.42
2008/12/29,1591.69
2008/12/30,1599.39
2008/12/31,1591.62
2009/1/2,1578.43
2009/1/5,1577.04
2009/1/6,1587.39
2009/1/7,1600.62
2009/1/8,1606.09
2009/1/9,1608.2
2009/1/12,1618.72
2009/1/13,1614.69
2009/1/14,1622.46
2009/1/15,1622.88
2009/1/16,1617.9
2009/1/20,1615.57
2009/1/21,1599.77
2009/1/22,1595.11
2009/1/23,1591.33
2009/1/26,1593.15
2009/1/27,1609.09
2009/1/28,1605.79
2009/1/29,1597.72
2009/1/30,1598.84
2009/2/2,1608.97
2009/2/3,1598.22
2009/2/4,1591.54
2009/2/5,1594.13
2009/2/6,1590.4
2009/2/9,1592.95
2009/2/10,1611.76
2009/2/11,1619.02
2009/2/12,1621.19
2009/2/13,1606.94
2009/2/17,1625.04
2009/2/18,1607.99
2009/2/19,1593.52
2009/2/20,1594.39
2009/2/23,1589.59
2009/2/24,1584.69
2009/2/25,1572.01
2009/2/26,1569.33
2009/2/27,1567.38
2009/3/2,1573.04
2009/3/3,1565.15
2009/3/4,1552.97
2009/3/5,1564.64
2009/3/6,1557.93
2009/3/9,1546.52
2009/3/10,1541.23
2009/3/11,1544.15
2009/3/12,1542.68
2009/3/13,1541.04
2009/3/16,1536.88
2009/3/17,1534.09
2009/3/18,1565.97
2009/3/19,1560.62
2009/3/20,1558.84
2009/3/23,1558.47
2009/3/24,1560.67
2009/3/25,1550.65
2009/3/26,1556.25
2009/3/27,1557.96
2009/3/30,1558.51
2009/3/31,1560.91
2009/4/1,1563.51
2009/4/2,1560.14
2009/4/3,1552.72
2009/4/6,1555.65
2009/4/7,1559.77
2009/4/8,1566.55
2009/4/9,1564.86
2009/4/13,1581
2009/4/14,1592.81
2009/4/15,1597.97
2009/4/16,1597.95
2009/4/17,1593.8
2009/4/20,1605.75
2009/4/21,1597.53
2009/4/22,1592.27
2009/4/23,1598.31
2009/4/24,1597.86
2009/4/27,1606.54
2009/4/28,1601.81
2009/4/29,1599.73
2009/4/30,1615.1
