Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,10.713800,11.339900,10.713800,11.339900,6.797300,36436579
2010-01-05,11.548600,12.035600,11.374700,11.479100,6.880740,48377036
2010-01-06,11.687800,11.792100,11.374700,11.583400,6.943258,18689037
2010-01-07,11.757400,11.966100,11.270400,11.270400,6.755641,31263387
2010-01-08,11.305200,11.687800,11.096400,11.374700,6.818160,31961962
2010-01-11,11.444300,11.722600,11.374700,11.513900,6.901598,20610837
2010-01-12,11.583400,11.653000,11.200800,11.305200,6.776501,14313600
2010-01-13,11.166000,12.035600,11.131200,11.687800,7.005838,41256171
2010-01-14,11.757400,12.209600,11.722600,11.826900,7.089216,42899116
2010-01-15,11.966100,11.966100,11.548600,11.583400,6.943258,14552208
2010-01-18,11.583400,12.279100,11.513900,12.105200,7.256032,40093317
2010-01-19,12.070400,12.348700,11.653000,11.653000,6.984977,20077562
2010-01-20,11.722600,11.792100,11.409500,11.444300,6.859879,9949663
2010-01-21,11.374700,11.583400,11.235600,11.235600,6.734782,7398283
2010-01-22,11.096400,11.374700,11.096400,11.270400,6.755641,8806932
2010-01-25,11.096400,11.409500,10.992100,11.061700,6.630543,5370115
2010-01-26,11.131200,11.200800,10.296400,10.331200,6.192671,10324823
2010-01-27,10.366000,10.713800,10.261600,10.366000,6.213531,9097286
2010-01-28,10.644200,10.818200,10.470300,10.818200,6.484586,4576672
2010-01-29,10.609500,10.887700,10.366000,10.609500,6.359488,3823476
2010-02-01,10.609500,10.853000,10.435500,10.574700,6.338628,2512570
2010-02-02,10.644200,10.713800,9.844180,9.844180,5.900745,11652978
2010-02-03,9.844180,9.948540,9.183270,9.391980,5.629690,39551418
2010-02-04,9.357190,9.565900,9.252840,9.496330,5.692239,8476331
2010-02-05,9.044130,9.252840,8.835420,8.870200,5.316927,8318217
2010-02-08,8.348420,8.800630,8.348420,8.731060,5.233524,6039943
2010-02-09,8.765840,9.322410,8.696270,9.322410,5.587987,10984589
2010-02-10,9.496330,9.739830,9.461550,9.531120,5.713092,14297789
2010-02-22,9.739830,9.809400,9.531120,9.809400,5.879897,5733777
2010-02-23,9.739830,10.122500,9.461550,9.670260,5.796495,9023979
2010-02-24,9.531120,9.809400,9.531120,9.635470,5.775640,4391248
2010-02-25,9.809400,9.809400,9.461550,9.461550,5.671391,3730045
2010-02-26,9.531120,9.983320,9.496330,9.565900,5.733939,7280416
2010-03-01,9.600690,9.948540,9.600690,9.844180,5.900745,6619214
2010-03-02,9.913750,9.913750,9.600690,9.600690,5.754793,4384061
2010-03-03,9.635470,9.844180,9.600690,9.739830,5.838195,6643649
2010-03-04,9.878970,10.052900,9.670260,9.739830,5.838195,6751454
2010-03-05,9.878970,9.948540,9.670260,9.878970,5.921598,4713225
2010-03-08,9.983320,10.157300,9.948540,10.087700,6.046714,7720260
2010-03-09,9.948540,9.948540,9.739830,9.878970,5.921598,3813414
2010-03-10,9.878970,9.913750,9.774610,9.844180,5.900745,2324271
2010-03-11,9.844180,9.913750,9.670260,9.705040,5.817341,3829226
2010-03-12,9.670260,9.809400,9.670260,9.739830,5.838195,1903114
2010-03-15,9.739830,9.739830,9.426760,9.426760,5.650537,3285890
2010-03-16,9.391980,9.670260,9.357190,9.600690,5.754793,3834975
2010-03-17,9.809400,9.809400,9.600690,9.670260,5.796495,4536425
2010-03-18,9.774610,10.018100,9.774610,10.018100,6.004994,11950519
2010-03-19,10.122500,10.226800,9.983320,10.122500,6.067573,8033612
2010-03-22,10.122500,10.192000,9.983320,10.018100,6.004994,4875651
2010-03-23,10.122500,10.122500,9.705040,9.809400,5.879897,6481223
2010-03-24,9.913750,9.948540,9.739830,9.739830,5.838195,3609304
2010-03-25,9.739830,9.913750,9.565900,9.844180,5.900745,3849349
2010-03-26,9.948540,9.983320,9.844180,9.844180,5.900745,2542755
2010-03-29,9.983320,9.983320,9.878970,9.878970,5.921598,4237447
2010-03-30,9.913750,10.192000,9.913750,9.983320,5.984147,5663345
2010-03-31,10.087700,10.087700,9.948540,10.018100,6.004994,4313629
2010-04-01,10.157300,10.366000,10.122500,10.192000,6.109233,7577957
2010-04-02,10.331200,10.331200,10.192000,10.296400,6.171812,4026149
2010-04-06,10.400700,10.574700,10.400700,10.539900,6.317769,7881248
2010-04-07,10.609500,10.783400,10.574700,10.713800,6.422008,6451038
2010-04-08,10.748600,11.270400,10.748600,11.026900,6.609684,18039333
2010-04-09,11.096400,11.235600,10.957300,11.061700,6.630543,8428896
2010-04-12,11.200800,11.339900,11.131200,11.131200,6.672203,6150622
2010-04-13,11.131200,11.166000,10.783400,10.853000,6.505446,5220626
2010-04-14,10.853000,10.992100,10.748600,10.818200,6.484586,4155515
2010-04-15,10.922500,11.026900,10.853000,10.922500,6.547104,4195762
2010-04-16,10.922500,11.131200,10.853000,11.131200,6.672203,7586582
2010-04-19,11.061700,11.200800,10.748600,10.783400,6.463727,7511837
2010-04-20,10.748600,10.818200,10.052900,10.331200,6.192671,6410791
2010-04-21,10.296400,10.505100,10.261600,10.435500,6.255190,3159399
2010-04-22,10.435500,10.435500,9.913750,10.087700,6.046714,5295371
2010-04-23,9.878970,10.261600,9.878970,10.226800,6.130093,3594930
