Date,Open,High,Low,Close,Adj Close,Volume
2018-09-03,11087.860352,11097.110352,10952.849609,10964.219727,10964.219727,1897900
2018-09-04,10981.389648,11028.269531,10956.490234,11021.379883,11021.379883,1653400
2018-09-05,11042.410156,11058.059570,10989.929688,10995.129883,10995.129883,1898700
2018-09-06,11016.919922,11016.919922,10905.339844,10924.299805,10924.299805,2038400
2018-09-07,10922.549805,10922.549805,10807.559570,10846.990234,10846.990234,2491300
2018-09-10,10869.799805,10877.719727,10689.290039,10725.799805,10725.799805,2600600
2018-09-11,10723.000000,10765.419922,10669.589844,10752.299805,10752.299805,2098700
2018-09-12,10762.910156,10779.929688,10667.250000,10722.570313,10722.570313,1938500
2018-09-13,10726.669922,10758.839844,10701.250000,10727.230469,10727.230469,1811500
2018-09-14,10776.530273,10882.040039,10770.469727,10868.139648,10868.139648,2068800
2018-09-17,10881.780273,10883.980469,10806.730469,10828.610352,10828.610352,1698100
2018-09-18,10794.219727,10806.559570,10750.809570,10760.209961,10760.209961,1938500
2018-09-19,10808.500000,10882.750000,10808.500000,10857.269531,10857.269531,1999200
2018-09-20,10886.190430,10908.360352,10814.540039,10831.410156,10831.410156,2090900
2018-09-21,10857.099609,10972.410156,10835.839844,10972.410156,10972.410156,2539000
2018-09-25,10959.559570,11003.490234,10941.769531,10978.849609,10978.849609,1987200
2018-09-26,10974.080078,11007.349609,10947.290039,10974.190430,10974.190430,1855200
2018-09-27,10973.769531,11051.089844,10961.269531,11034.190430,11034.190430,2089800
2018-09-28,11050.089844,11073.950195,10966.959961,11006.339844,11006.339844,2192700
2018-10-01,11014.190430,11062.429688,11012.950195,11051.799805,11051.799805,1646700
2018-10-02,11048.889648,11064.339844,10906.419922,10919.629883,10919.629883,1802400
2018-10-03,10918.740234,10926.730469,10839.459961,10863.940430,10863.940430,1696000
2018-10-04,10826.190430,10826.190430,10707.759766,10718.910156,10718.910156,1874000
2018-10-05,10665.290039,10669.629883,10446.940430,10517.120117,10517.120117,2735700
2018-10-08,10467.849609,10507.830078,10403.129883,10455.929688,10455.929688,1796600
2018-10-09,10464.389648,10503.099609,10428.969727,10466.830078,10466.830078,2097200
2018-10-11,10272.040039,10272.040039,9797.929688,9806.110352,9806.110352,4348500
2018-10-12,9811.580078,10046.009766,9740.759766,10045.809570,10045.809570,2724400
2018-10-15,9989.629883,9989.629883,9890.469727,9901.120117,9901.120117,2044700
2018-10-16,9891.969727,10011.190430,9888.730469,9981.099609,9981.099609,1888800
2018-10-17,10048.429688,10127.009766,9978.250000,9979.139648,9979.139648,1856700
2018-10-18,9975.459961,10019.500000,9919.790039,9953.730469,9953.730469,1611800
2018-10-19,9879.469727,9919.259766,9762.910156,9919.259766,9919.259766,2417000
2018-10-22,9871.299805,9984.150391,9822.150391,9974.280273,9974.280273,1481700
2018-10-23,9912.280273,9912.280273,9775.200195,9775.200195,9775.200195,1711300
2018-10-24,9774.290039,9809.190430,9667.849609,9759.400391,9759.400391,2135200
2018-10-25,9622.950195,9622.950195,9475.610352,9520.790039,9520.790039,2456900
2018-10-26,9570.190430,9629.070313,9400.690430,9489.179688,9489.179688,2247500
2018-10-29,9515.429688,9554.349609,9459.120117,9516.320313,9516.320313,1787600
2018-10-30,9508.809570,9574.830078,9481.660156,9526.110352,9526.110352,1671600
2018-10-31,9588.860352,9802.129883,9588.860352,9802.129883,9802.129883,2211300
2018-11-01,9812.200195,9869.589844,9742.610352,9844.740234,9844.740234,1992200
2018-11-02,9871.400391,9906.589844,9817.290039,9906.589844,9906.589844,2238700
2018-11-05,9856.849609,9889.809570,9786.250000,9889.809570,9889.809570,1847700
2018-11-06,9888.410156,9899.969727,9782.860352,9824.950195,9824.950195,1984100
2018-11-07,9818.150391,9912.530273,9817.950195,9908.349609,9908.349609,1867900
2018-11-08,9958.469727,10014.419922,9938.549805,9945.309570,9945.309570,2038400
2018-11-09,9921.780273,9921.780273,9798.450195,9830.009766,9830.009766,1597500
2018-11-12,9806.799805,9875.839844,9764.459961,9831.209961,9831.209961,1553300
2018-11-13,9727.169922,9777.349609,9616.160156,9775.839844,9775.839844,1893900
2018-11-14,9799.690430,9823.250000,9763.889648,9791.879883,9791.879883,1936800
